% Point Number,Decimal Latitude,Decimal Longitude
1082,52.5021,-13.1174
1083,52.4476,-13.1646
1084,52.4187,-13.1888
1085,52.3678,-13.2479
1086,52.3354,-13.2786
1087,52.2841,-13.3313
1088,52.2521,-13.3536
1089,52.1687,-13.4146
1090,52.1687,-13.4146
1091,52.0854,-13.4727
1092,52.0646,-13.4979
1093,52.0021,-13.5487
1094,51.9442,-13.5813
1095,51.9187,-13.6054
1096,51.8412,-13.6646
1097,51.8354,-13.6705
1098,51.7521,-13.7411
1099,51.7443,-13.7479
1100,51.6687,-13.818
1101,51.6418,-13.8313
1102,51.5854,-13.8612
1103,51.5041,-13.9146
1104,51.5021,-13.9162
1105,51.4187,-13.9695
1106,51.3728,-13.9979
1107,51.3354,-14.0616
1108,51.3235,-14.0813
1109,51.314,-14.1646
1110,51.3248,-14.2479
1111,51.3354,-14.2836
1112,51.3506,-14.3313
1113,51.3752,-14.4146
1114,51.4169,-14.4979
1115,51.4187,-14.5001
1116,51.5021,-14.5156
1117,51.5623,-14.5813
1118,51.5854,-14.6121
1119,51.6176,-14.6646
1120,51.6687,-14.7135
1121,51.7104,-14.7479
1122,51.7521,-14.7712
1123,51.8354,-14.8074
1124,51.9187,-14.8285
1125,51.9257,-14.8313
1126,52.0021,-14.8508
1127,52.0854,-14.8315
1128,52.0858,-14.8313
1129,52.1687,-14.7529
1130,52.2521,-14.7677
1131,52.3354,-14.7767
1132,52.4187,-14.7669
1133,52.5021,-14.7563
1134,52.5854,-14.7547
1135,52.6225,-14.7479
1136,52.6687,-14.7345
1137,52.7521,-14.7149
1138,52.8354,-14.7067
1139,52.9187,-14.7077
1140,53.0021,-14.689
1141,53.0854,-14.6734
1142,53.1063,-14.6646
1143,53.1687,-14.6272
1144,53.2521,-14.5813
1145,53.2521,-14.5813
1146,53.3354,-14.5023
1147,53.3397,-14.4979
1148,53.3803,-14.4146
1149,53.4187,-14.3618
1150,53.432,-14.3313
1151,53.5021,-14.2695
1152,53.5369,-14.2479
1153,53.5854,-14.1946
1154,53.6056,-14.1646
1155,53.6433,-14.0813
1156,53.6687,-14.0496
1157,53.6892,-13.9979
1158,53.7094,-13.9146
1159,53.7521,-13.8376
1160,53.7547,-13.8313
1161,53.7783,-13.7479
1162,53.8191,-13.6646
1163,53.8354,-13.6368
1164,53.8472,-13.5813
1165,53.8594,-13.4979
1166,53.8802,-13.4146
1167,53.9011,-13.3313
1168,53.9187,-13.2974
1169,53.9271,-13.2479
1170,53.9304,-13.1646
1171,53.9328,-13.0813
1172,53.934,-12.9979
1173,53.9341,-12.9146
1174,53.9347,-12.8313
1175,53.9326,-12.7479
1176,53.9271,-12.6646
1177,53.9352,-12.5813
1178,53.9436,-12.4979
1179,53.9397,-12.4146
1180,53.9349,-12.3313
1181,54.0021,-12.2511
1182,54.0041,-12.2479
1183,54.0096,-12.1646
1184,54.0143,-12.0813
1185,54.0229,-11.9979
1186,54.0326,-11.9146
1187,54.0854,-11.8385
1188,54.0874,-11.8313
1189,54.1067,-11.7479
1190,54.1687,-11.6682
1191,54.1701,-11.6646
1192,54.1902,-11.5813
1193,54.2225,-11.4979
1194,54.2521,-11.4439
1195,54.2609,-11.4146
1196,54.3354,-11.3384
1197,54.3515,-11.3313
1198,54.4099,-11.2479
1199,54.4187,-11.2323
1200,54.4328,-11.1646
1201,54.4793,-11.0813
1202,54.5021,-11.0051
1203,54.5027,-10.9979
1204,54.5244,-10.9146
1205,54.5641,-10.8313
1206,54.5854,-10.8003
1207,54.5969,-10.7479
1208,54.6236,-10.6646
1209,54.6687,-10.6131
1210,54.6879,-10.5813
1211,54.7521,-10.5099
1212,54.777,-10.4979
1213,54.8354,-10.4405
1214,54.8446,-10.4146
1215,54.8855,-10.3313
1216,54.9187,-10.2909
1217,54.9448,-10.2479
1218,55.0021,-10.1871
1219,55.041,-10.1646
1220,55.0854,-10.1273
1221,55.1526,-10.0813
1222,55.1687,-10.0674
1223,55.2521,-10.023
1224,55.2969,-9.9979
1225,55.3354,-9.9649
1226,55.3921,-9.9146
1227,55.4187,-9.8845
1228,55.4487,-9.8313
1229,55.4657,-9.7479
1230,55.4656,-9.6646
1231,55.5021,-9.6164
1232,55.5384,-9.5813
1233,55.5854,-9.5265
1234,55.613,-9.4979
1235,55.6651,-9.4146
1236,55.6687,-9.4115
1237,55.7521,-9.3866
1238,55.8354,-9.3417
1239,55.8492,-9.3313
1240,55.9187,-9.2946
1241,56.0021,-9.265
1242,56.0355,-9.2479
1243,56.0854,-9.2263
1244,56.1687,-9.2228
1245,56.2521,-9.2065
1246,56.3157,-9.1646
1247,56.3354,-9.1494
1248,56.4187,-9.1173
1249,56.5021,-9.1164
1250,56.5854,-9.1101
1251,56.6134,-9.0813
1252,56.6687,-9.0278
1253,56.7521,-9.047
1254,56.8354,-9.0804
1255,56.8369,-9.0813
1256,56.9187,-9.1207
1257,56.9686,-9.1646
1258,57.0021,-9.1904
1259,57.0604,-9.2479
1260,57.0854,-9.2756
1261,57.1617,-9.3313
1262,57.1687,-9.3361
1263,57.2521,-9.3952
1264,57.2801,-9.4146
1265,57.3354,-9.4481
1266,57.415,-9.4979
1267,57.4187,-9.5002
1268,57.5021,-9.5261
1269,57.5854,-9.5629
1270,57.6312,-9.5813
1271,57.6687,-9.5917
1272,57.7521,-9.5987
1273,57.8354,-9.611
1274,57.9187,-9.608
1275,58.0021,-9.593
1276,58.0345,-9.5813
1277,58.0854,-9.5553
1278,58.1687,-9.5035
1279,58.1762,-9.4979
1280,58.2521,-9.4282
1281,58.2633,-9.4146
1282,58.3259,-9.3313
1283,58.3354,-9.3161
1284,58.3662,-9.2479
1285,58.4092,-9.1646
1286,58.4187,-9.1447
1287,58.4383,-9.0813
1288,58.4741,-8.9979
1289,58.5013,-8.9146
1290,58.5021,-8.9123
1291,58.5199,-8.8313
1292,58.5372,-8.7479
1293,58.5667,-8.6646
1294,58.5854,-8.6027
1295,58.5885,-8.5813
1296,58.6106,-8.4979
1297,58.631,-8.4146
1298,58.6529,-8.3313
1299,58.6687,-8.2667
1300,58.6702,-8.2479
1301,58.6821,-8.1646
1302,58.7092,-8.0813
1303,58.7401,-7.9979
1304,58.7521,-7.9701
1305,58.761,-7.9146
1306,58.7845,-7.8313
1307,58.8212,-7.7479
1308,58.8354,-7.7307
1309,58.8644,-7.6646
1310,58.9187,-7.5859
1311,58.9235,-7.5813
1312,58.9945,-7.4979
1313,59.0021,-7.4886
1314,59.0854,-7.4504
1315,59.1143,-7.4146
1316,59.1613,-7.3313
1317,59.1687,-7.3136
1318,59.1957,-7.2479
1319,59.2197,-7.1646
1320,59.2398,-7.0813
1321,59.2513,-6.9979
1322,59.2521,-6.993
1323,59.2669,-6.9146
1324,59.3034,-6.8313
1325,59.3354,-6.7557
1326,59.341,-6.7479
1327,59.4155,-6.6646
1328,59.4187,-6.6631
1329,59.5021,-6.634
1330,59.5854,-6.6136
1331,59.6687,-6.6041
1332,59.7521,-6.5872
1333,59.7589,-6.5813
1334,59.81,-6.4979
1335,59.81,-6.4979
1336,59.835,-6.5376
1337,59.859,-6.5813
1338,59.857,-6.6646
1339,59.876,-6.7479
1340,59.897,-6.8313
1341,59.919,-6.8856
1342,59.927,-6.9146
1343,59.947,-6.9979
1344,62.0,-7.0
1345,65.0,-14.0
1346,65.0,-21.0
1347,69.0,-34.0
1348,69.0,-44.335
1349,63.0021,-52.3334
1350,63.2521,-52.5623
1351,63.4187,-52.7978
1352,63.5854,-53.0029
1353,63.7747,-53.2479
1354,63.9002,-53.5812
1355,64.0214,-53.8312
1356,64.0521,-54.2479
1357,64.1138,-54.5812
1358,64.2472,-54.9146
1359,64.3478,-55.1646
1360,64.4597,-55.4979
1361,64.5021,-55.8156
1362,64.2521,-55.7995
1363,63.9652,-55.7479
1364,63.8104,-55.9979
1365,63.8354,-56.3979
1366,63.9105,-56.7479
1367,63.9624,-57.0812
1368,63.9996,-57.4979
1369,64.0191,-57.8312
1370,64.0777,-58.2479
1371,63.8875,-58.4979
1372,63.5854,-58.5874
1373,63.2521,-58.6705
1374,62.9413,-58.8312
1375,62.7521,-59.0312
1376,62.8354,-59.1408
1377,63.1437,-59.2479
1378,63.3193,-59.4979
1379,63.3354,-59.7479
1380,63.2062,-60.0812
1381,62.9242,-60.2479
1382,62.7267,-60.4146
1383,62.4187,-60.5649
1384,62.0021,-60.5276
1385,61.6687,-60.4943
1386,61.4016,-60.5812
1387,61.1687,-60.7697
1388,60.9187,-60.9583
1389,60.6687,-61.1182
1390,60.4187,-61.1191
1391,60.1687,-60.9743
1392,59.9973,-60.7479
